,flight_number,origin_station_code,destination_station_code,scheduled_departure_date,question_text,score,satisfaction_type,number_of_legs,driver_sub_group1,driver_sub_group2,generation,ua_uax,actual_flown_miles,haul_type,international_domestic_indicator,ques_verbatim_text,verbatim_text,meal_group,meal_category,meal_short_description,pre_order_qty,planned_entree_count,consumed_entree_count
2542,312,BOX,LAX,2022-09-20,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2611,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,"We also had the takeoff snack box, and it was the best for the price I have had on any airline.",ENTREES HOT,BREAKFAST,Belgium waffle,3,10,0
2543,312,BOX,LAX,2022-09-20,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2611,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Should have more of a variety to choose from (snacks) and should be offered twice.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,0
2544,312,BOX,LAX,2022-09-20,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2611,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Should have more of a variety to choose from (snacks) and should be offered twice.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,0
2545,312,BOX,LAX,2022-09-20,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2611,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Should have more of a variety to choose from (snacks) and should be offered twice.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,0
2546,312,BOX,LAX,2022-09-20,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2611,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Should have more of a variety to choose from (snacks) and should be offered twice.,ENTREES HOT,BREAKFAST,Belgium waffle,1,10,0
2547,312,BOX,LAX,2022-09-20,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2611,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Should have more of a variety to choose from (snacks) and should be offered twice.,ENTREES HOT,BREAKFAST,Belgium waffle,3,10,0
2548,312,BOX,LAX,2022-09-20,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2611,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,"We also had the takeoff snack box, and it was the best for the price I have had on any airline.",ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,0
2549,312,BOX,LAX,2022-09-20,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2611,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,"We also had the takeoff snack box, and it was the best for the price I have had on any airline.",ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,0
2550,312,BOX,LAX,2022-09-20,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2611,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,"We also had the takeoff snack box, and it was the best for the price I have had on any airline.",ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,0
2551,312,BOX,LAX,2022-09-20,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2611,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,"We also had the takeoff snack box, and it was the best for the price I have had on any airline.",ENTREES HOT,BREAKFAST,Belgium waffle,1,10,0
2552,312,BOX,LAX,2022-09-20,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2611,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,"We also had the takeoff snack box, and it was the best for the price I have had on any airline.",ENTREES HOT,BREAKFAST,Belgium waffle,3,10,0
2553,312,BOX,LAX,2022-09-20,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2611,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Should have more of a variety to choose from (snacks) and should be offered twice.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,0
2554,312,BOX,LAX,2022-09-20,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2611,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Should have more of a variety to choose from (snacks) and should be offered twice.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,0
2555,312,BOX,LAX,2022-09-20,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2611,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Should have more of a variety to choose from (snacks) and should be offered twice.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,0
2556,312,BOX,LAX,2022-09-20,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2611,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Should have more of a variety to choose from (snacks) and should be offered twice.,ENTREES HOT,BREAKFAST,Belgium waffle,1,10,0
2557,312,BOX,LAX,2022-09-20,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2611,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Should have more of a variety to choose from (snacks) and should be offered twice.,ENTREES HOT,BREAKFAST,Belgium waffle,3,10,0
2558,1152,DFX,ORX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,802,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Better options for snack for breakfast and lunch actually breakfast sandwich and lunch sandwich. More choices for beverage e special scotch.,ENTREES HOT,BREAKFAST,Belgium waffle,2,16,8
2559,1021,IAX,CUX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Millennial,UA,812,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,N/A.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,2,1,1
2560,1021,IAX,CUX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Millennial,UA,812,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,N/A.,ENTREES HOT,VEGETARIAN,Mediterranean Falafel Bowl,1,1,1
2561,497,DEX,MSX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,2,food & beverage,food and beverage satisfaction,Boomer,UA,826,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,An IPA beer and a Cabernet wine would be appreciated.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,2,0
2562,497,DEX,MSX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,2,food & beverage,food and beverage satisfaction,Boomer,UA,826,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,An IPA beer and a Cabernet wine would be appreciated.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,2,0
2563,497,DEX,MSX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,2,food & beverage,food and beverage satisfaction,Boomer,UA,826,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,An IPA beer and a Cabernet wine would be appreciated.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,2,0
2564,497,DEX,MSX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,2,food & beverage,food and beverage satisfaction,Boomer,UA,826,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,An IPA beer and a Cabernet wine would be appreciated.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,2,0
2565,1923,IAX,INX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Silent,UA,845,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Better desert option.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,3,3
2566,1923,IAX,INX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Silent,UA,845,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Better desert option.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,3,3
2567,1923,IAX,INX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Silent,UA,845,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Better desert option.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,3,3
2568,1923,IAX,INX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,845,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Better desert option.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,3,3
2569,1923,IAX,INX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,845,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Better desert option.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,3,3
2570,1923,IAX,INX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,845,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Better desert option.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,3,3
2571,1802,DEX,LAX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,2,food & beverage,food and beverage satisfaction,Gen X,UA,862,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,"Everything has cheese, which is bad for lactose intolerant people or vegans.",ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,2,3,0
2572,1802,DEX,LAX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,2,food & beverage,food and beverage satisfaction,Gen X,UA,862,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,"Everything has cheese, which is bad for lactose intolerant people or vegans.",ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,2,3,0
2573,1802,DEX,LAX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,2,food & beverage,food and beverage satisfaction,Gen X,UA,862,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,"Everything has cheese, which is bad for lactose intolerant people or vegans.",ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,2,3,0
2574,1802,DEX,LAX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,2,food & beverage,food and beverage satisfaction,Boomer,UA,862,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,"Everything has cheese, which is bad for lactose intolerant people or vegans.",ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,2,3,0
2575,1802,DEX,LAX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,2,food & beverage,food and beverage satisfaction,Boomer,UA,862,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,"Everything has cheese, which is bad for lactose intolerant people or vegans.",ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,2,3,0
2576,1802,DEX,LAX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,2,food & beverage,food and beverage satisfaction,Boomer,UA,862,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,"Everything has cheese, which is bad for lactose intolerant people or vegans.",ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,2,3,0
2577,483,BOX,ORX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,867,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BREAKFAST,Belgium waffle,1,10,7
2578,483,BOX,ORX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,867,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,10
2579,483,BOX,ORX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,867,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,10
2580,483,BOX,ORX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,867,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,10
2581,483,BOX,ORX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,867,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BREAKFAST,Scrambled eggs,2,10,10
2582,567,IAX,CVX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,871,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Thanks for the whole can.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,2,0
2583,567,IAX,CVX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,871,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Thanks for the whole can.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,2,0
2584,692,ORX,DEX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,3,food & beverage,food and beverage satisfaction,Boomer,UA,888,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,We were in First class. the food was very good. the fruit was fresh. we were pleased with our selection. I like a good cup of fresh coffee.,ENTREES HOT,BREAKFAST,Belgium waffle,1,7,7
2585,692,ORX,DEX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,3,food & beverage,food and beverage satisfaction,Boomer,UA,888,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,We were in First class. the food was very good. the fruit was fresh. we were pleased with our selection. I like a good cup of fresh coffee.,ENTREES HOT,BREAKFAST,Belgium waffle,1,7,7
2586,692,ORX,DEX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,3,food & beverage,food and beverage satisfaction,Boomer,UA,888,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,We were in First class. the food was very good. the fruit was fresh. we were pleased with our selection. I like a good cup of fresh coffee.,ENTREES HOT,BREAKFAST,Tomato and kale baked egg,1,4,4
2587,692,ORX,DEX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,3,food & beverage,food and beverage satisfaction,Boomer,UA,888,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,We were in First class. the food was very good. the fruit was fresh. we were pleased with our selection. I like a good cup of fresh coffee.,ENTREES HOT,BREAKFAST,Tomato and kale baked egg,1,4,4
2588,692,ORX,DEX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,3,food & beverage,food and beverage satisfaction,Boomer,UA,888,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,We were in First class. the food was very good. the fruit was fresh. we were pleased with our selection. I like a good cup of fresh coffee.,ENTREES HOT,BREAKFAST,Tomato and kale baked egg,1,4,4
2589,692,ORX,DEX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,3,food & beverage,food and beverage satisfaction,Boomer,UA,888,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,We were in First class. the food was very good. the fruit was fresh. we were pleased with our selection. I like a good cup of fresh coffee.,ENTREES HOT,BREAKFAST,Tomato and kale baked egg,1,4,4
2590,692,ORX,DEX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,3,food & beverage,food and beverage satisfaction,Boomer,UA,888,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,We were in First class. the food was very good. the fruit was fresh. we were pleased with our selection. I like a good cup of fresh coffee.,ENTREES HOT,BREAKFAST,Tomato and kale baked egg,1,4,4
2591,692,ORX,DEX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,3,food & beverage,food and beverage satisfaction,Boomer,UA,888,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,We were in First class. the food was very good. the fruit was fresh. we were pleased with our selection. I like a good cup of fresh coffee.,ENTREES HOT,BREAKFAST,Horchata steel cut oatmeal,1,3,0
2592,692,ORX,DEX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,3,food & beverage,food and beverage satisfaction,Boomer,UA,888,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,We were in First class. the food was very good. the fruit was fresh. we were pleased with our selection. I like a good cup of fresh coffee.,ENTREES HOT,BREAKFAST,Horchata steel cut oatmeal,2,3,0
2593,692,ORX,DEX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,3,food & beverage,food and beverage satisfaction,Boomer,UA,888,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,We were in First class. the food was very good. the fruit was fresh. we were pleased with our selection. I like a good cup of fresh coffee.,ENTREES HOT,BREAKFAST,Horchata steel cut oatmeal,1,3,0
2594,692,ORX,DEX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,3,food & beverage,food and beverage satisfaction,Boomer,UA,888,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,We were in First class. the food was very good. the fruit was fresh. we were pleased with our selection. I like a good cup of fresh coffee.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,7,4
2595,692,ORX,DEX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,3,food & beverage,food and beverage satisfaction,Boomer,UA,888,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,We were in First class. the food was very good. the fruit was fresh. we were pleased with our selection. I like a good cup of fresh coffee.,ENTREES HOT,BREAKFAST,Gingerbread French Toast,1,3,0
2596,692,ORX,DEX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,3,food & beverage,food and beverage satisfaction,Boomer,UA,888,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,We were in First class. the food was very good. the fruit was fresh. we were pleased with our selection. I like a good cup of fresh coffee.,ENTREES HOT,BREAKFAST,Gingerbread French Toast,3,3,0
2597,1751,FLX,IAX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,901,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,"my one comment on the snacks is it would be nice if one were gluten free. GF troop waffles are made, but also just potato or corn chips would work and they would not be expensive.",ENTREES HOT,BREAKFAST,Belgium waffle,1,8,8
2598,1751,FLX,IAX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,901,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,"my one comment on the snacks is it would be nice if one were gluten free. GF troop waffles are made, but also just potato or corn chips would work and they would not be expensive.",ENTREES HOT,BREAKFAST,Scrambled eggs,1,8,5
2599,2233,IAX,FLX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Millennial,UA,901,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,NO.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,1,0
2600,2415,DEX,SBX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,2,food & beverage,food and beverage satisfaction,Boomer,UA,916,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,VEGETARIAN,Mediterranean Falafel Bowl,1,1,0
2601,2415,DEX,SBX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,2,food & beverage,food and beverage satisfaction,Boomer,UA,916,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,2,0
2602,2415,DEX,SBX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,2,food & beverage,food and beverage satisfaction,Boomer,UA,916,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,2,0
2603,1990,IAX,ORX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,2,food & beverage,food and beverage satisfaction,Gen X,UA,925,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,I would like a little more variety. I understand space is limited.,ENTREES HOT,VEGETARIAN,Mediterranean Falafel Bowl,1,1,0
2604,1990,IAX,ORX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,1,food & beverage,food and beverage satisfaction,Millennial,UA,925,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,I would like a little more variety. I understand space is limited.,ENTREES HOT,VEGETARIAN,Mediterranean Falafel Bowl,1,1,0
2605,1930,EWX,MCX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Millennial,UA,938,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Great coffee.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,10,10
2606,1930,EWX,MCX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Millennial,UA,938,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Great coffee.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,2,10,10
2607,1930,EWX,MCX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Millennial,UA,938,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Great coffee.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,3,10,10
2608,1930,EWX,MCX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Millennial,UA,938,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Great coffee.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,10,10
2609,590,DEX,EUX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,997,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,2,4,0
2610,590,DEX,EUX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,997,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,4,0
2611,590,DEX,EUX,2022-09-21,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,997,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No thank you.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,2,4,0
